,TIPLOC,TOC_New
2048,SHOTTON,AW (100.0%)
2049,SHPDSB,LO (82.14%); SN (17.86%)
2050,SHPLAKE,GW (100.0%)
2051,SHPRTH,GN (6.19%); TL (93.81%)
2052,SHPY,GR (2.0%); NT (98.0%)
2053,SHRBROK,EM (100.0%)
2054,SHRDHST,LO (100.0%)
2055,SHRHMBS,SN (99.01%); TL (0.99%)
2056,SHRKSKS,NT (100.0%)
2057,SHRMKT,TL (100.0%)
2058,SHRTLND,SE (55.11%); TL (44.89%)
2059,SHRWBY,AW (100.0%)
2060,SHTLSTN,SR (100.0%)
2061,SHTT,SR (100.0%)
2062,SHVN,CS (4.51%); GR (13.36%); SR (78.52%); XC (3.61%)
2063,SHWFAIR,SR (100.0%)
2064,SHWLNDS,SR (100.0%)
2065,SIDCUP,SE (100.0%)
2066,SILCRFT,NT (100.0%)
2067,SILEBY,EM (100.0%)
2068,SINGER,SR (100.0%)
2069,SIVRST,LO (100.0%)
2070,SKENTON,LO (46.14%); LT (53.86%)
2071,SKEWEN,AW (100.0%)
2072,SKPT,NT (99.35%); WR (0.65%)
2073,SKSCMN,NT (100.0%)
2074,SLADEGN,SE (71.57%); TL (28.43%)
2075,SLATEFD,SR (100.0%)
2076,SLCT,SR (100.0%)
2077,SLEFD,EM (100.0%)
2078,SLEGHTS,NT (100.0%)
2079,SLEHOPE,CC (100.0%)
2080,SLFDCT,NT (100.0%)
2081,SLFDORD,NT (100.0%)
2082,SLOCHD,SR (100.0%)
2083,SLOUGH,GW (56.54%); XR (43.28%); ZZ (0.18%)
2084,SLSBRY,GW (44.74%); SW (55.26%)
2085,SLTHWTE,TP (100.0%)
2086,SLTMRSH,NT (100.0%)
2087,SMALBRK,IL (100.0%)
2088,SMARGRT,LE (100.0%)
2089,SMBG,NT (100.0%)
2090,SMERTON,TL (100.0%)
2091,SMILFD,NT (96.87%); TP (3.13%)
2092,SMLHTH,LM (100.0%)
2093,SMRLYTN,LE (100.0%)
2094,SMTHKRS,LM (100.0%)
2095,SNAITH,NT (100.0%)
2096,SNDHRST,GW (100.0%)
2097,SNDOWN,IL (100.0%)
2098,SNDRLND,NT (16.75%); TW (83.25%)
2099,SNDRMNK,TW (100.0%)
2100,SNDWDUD,LM (70.64%); VT (29.36%)
2101,SNDY,GN (0.35%); TL (99.65%)
2102,SNGT,SE (100.0%)
2103,SNODLND,SE (100.0%)
2104,SNWDNAN,SE (100.0%)
2105,SOAVPWY,CH (25.26%); LM (74.74%)
2106,SOHAM,LE (100.0%)
2107,SOLEST,SE (100.0%)
2108,SOLIHUL,CH (51.31%); LM (48.69%)
2109,SOTON,GW (19.82%); SW (70.36%); XC (9.82%)
2110,SOTPKWY,GW (1.01%); SN (1.01%); SW (85.33%); XC (12.64%)
2111,SOUTHPT,NT (100.0%)
2112,SPALDNG,EM (100.0%)
2113,SPDN,EM (20.51%); XC (79.49%)
2114,SPEANBD,CS (38.17%); SR (61.83%)
2115,SPFD,SR (100.0%)
2116,SPHL,LE (100.0%)
2117,SPHS,SE (100.0%)
2118,SPITAL,ME (100.0%)
2119,SPLY,NT (100.0%)
2120,SPONRRW,LE (100.0%)
2121,SPRD,LM (100.0%)
2122,SPRNGBN,SR (100.0%)
2123,SPTN,GW (100.0%)
2124,SQUIRES,NT (100.0%)
2125,SRUISLP,CH (100.0%)
2126,STAFFRD,LM (55.01%); VT (22.98%); XC (22.0%)
2127,STAINES,SW (100.0%)
2128,STALBCY,TL (100.0%)
2129,STAMFD,EM (7.21%); XC (92.79%)
2130,STAN201,LE (100.0%)
2131,STANAIR,LE (100.0%)
2132,STANMFC,LE (100.0%)
2133,STARBCK,NT (100.0%)
2134,STAS,NT (100.0%)
2135,STAUSTL,GW (94.79%); XC (5.21%)
2136,STAVELY,NT (100.0%)
2137,STBDXFR,GW (100.0%)
2138,STBDXVR,GW (100.0%)
2139,STBEES,NT (100.0%)
2140,STCKSFL,NT (100.0%)
2141,STCLMBR,GW (100.0%)
2142,STCN,SR (100.0%)
2143,STCR,SE (59.56%); TL (40.44%)
2144,STDENYS,SN (4.51%); SW (95.49%)
2145,STDI,TW (100.0%)
2146,STECHFD,LM (100.0%)
2147,STEETON,NT (100.0%)
2148,STEPPS,SR (100.0%)
2149,STERTH,GW (94.75%); XC (5.25%)
2150,STEVNGE,GN (2.18%); GR (20.31%); HT (0.22%); LD (1.94%); TL (75.26%); ZZ (0.07%)
2151,STEWRTN,SR (100.0%)
2152,STFD,CC (3.58%); LE (46.56%); XR (49.86%)
2153,STFORDI,SE (100.0%)
2154,STGRMNS,GW (100.0%)
2155,STHALL,GW (6.31%); XR (93.69%)
2156,STHBANK,NT (100.0%)
2157,STHCENT,CC (99.93%); WR (0.07%)
2158,STHEAIR,LE (100.0%)
2159,STHGYLE,SR (100.0%)
2160,STHLNSC,NT (92.0%); TP (8.0%)
2161,STHLNSJ,NT (100.0%)
2162,STHNDE,CC (99.85%); WR (0.15%)
2163,STHS,NT (100.0%)
2164,STHWICK,SN (100.0%)
2165,STIRLNG,CS (2.37%); GR (1.89%); SR (95.74%)
2166,STJAMSP,GW (100.0%)
2167,STJMSST,LO (100.0%)
2168,STJOHNS,SE (100.0%)
2169,STKEYNE,GW (100.0%)
2170,STKM,CH (100.0%)
2171,STKNWNG,LO (100.0%)
2172,STKP,AW (6.24%); EM (6.83%); NT (49.47%); TP (6.4%); VT (21.08%); XC (9.98%)
2173,STKSMR,NT (100.0%)
2174,STLEIGH,SW (100.0%)
2175,STLNRWS,SE (38.94%); SN (61.06%)
2176,STMCHLS,ME (100.0%)
2177,STMFDHL,LO (100.0%)
2178,STMGTS,SW (100.0%)
2179,STMRYC,SE (55.24%); TL (44.76%)
2180,STNBGPK,LO (46.28%); LT (53.72%)
2181,STNEOTS,GN (7.96%); TL (92.04%)
2182,STNGBRN,SE (100.0%)
2183,STNHPO,GW (100.0%)
2184,STNHSE,GW (100.0%)
2185,STOCTON,NT (100.0%)
2186,STOKEOT,EM (15.29%); LM (27.3%); VT (33.83%); WR (0.13%); XC (23.45%)
2187,STONE,LM (100.0%)
2188,STONECS,LM (100.0%)
2189,STONEGS,LM (100.0%)
2190,STOTNHM,LO (100.0%)
2191,STOW,SR (100.0%)
2192,STPLTNR,GW (100.0%)
2193,STPXBOX,TL (100.0%)
2194,STRBDGJ,CH (3.27%); LM (96.53%); LS (0.2%)
2195,STRCROS,GW (100.0%)
2196,STRETHM,SN (33.1%); TL (66.9%)
2197,STRHCOM,SN (100.0%)
2198,STRHILL,SN (100.0%)
2199,STRINES,NT (100.0%)
2200,STRMFRY,SR (100.0%)
2201,STROOD,SE (46.81%); TL (53.19%)
2202,STRUD,GW (99.46%); LS (0.54%)
2203,STRWBYH,SW (100.0%)
2204,STTNPWY,EM (100.0%)
2205,STURRY,SE (100.0%)
2206,STVNSTN,SR (100.0%)
2207,STWMRKT,LE (100.0%)
2208,STWRTBY,LM (100.0%)
2209,STWTJN,ZZ (100.0%)
2210,STYAL,NT (100.0%)
2211,SUMRSTN,SR (100.0%)
2212,SUNBURY,SW (100.0%)
2213,SUNDRTN,CH (100.0%)
2214,SUNNGDL,SW (100.0%)
2215,SUNYMDS,SW (100.0%)
2216,SURBITN,SW (100.0%)
2217,SURREYQ,LO (100.0%)
2218,SUTCO,LM (100.0%)
2219,SUTTON,SN (100.0%)
2220,SUTTONC,TL (100.0%)
2221,SVNKNGS,LE (0.27%); XR (99.73%)
2222,SVNOAKS,SE (100.0%)
2223,SWALE,SE (100.0%)
2224,SWANSEA,AW (91.16%); GW (8.84%)
2225,SWAY,SW (100.0%)
2226,SWCH,SE (100.0%)
2227,SWELL,SE (100.0%)
2228,SWINTN,NT (100.0%)
2229,SWLY,SE (59.27%); TL (40.73%)
2230,SWNACFC,WR (100.0%)
2231,SWNAHMC,WR (100.0%)
2232,SWNAHNH,WR (100.0%)
2233,SWNANDN,WR (100.0%)
2234,SWNDRBY,EM (100.0%)
2235,SWNSCMB,SE (51.05%); TL (48.95%)
2236,SWNSGD,SE (88.66%); TL (11.34%)
2237,SWNT,NT (100.0%)
2238,SWNWICK,SN (62.53%); SW (37.47%)
2239,SWRBBDG,NT (100.0%)
2240,SWSHEAD,EM (100.0%)
2241,SWYTHLN,SW (100.0%)
2242,SXMNDHM,LE (100.0%)
2243,SYDENHM,LO (78.93%); SN (21.07%)
2244,SYDNHMH,SE (100.0%)
2245,SYONLA,SW (100.0%)
2246,SYSTON,EM (100.0%)
2247,TABY,GR (1.16%); NT (75.64%); TP (23.19%)
2248,TACKLEY,CH (3.41%); GW (96.59%)
2249,TADWBUS,SN (100.0%)
2250,TADWTH,SN (100.0%)
2251,TAFFSWL,AW (100.0%)
2252,TAIN,SR (100.0%)
2253,TALB,AW (100.0%)
2254,TALYCFN,AW (100.0%)
2255,TAMEBDG,LM (100.0%)
2256,TAPLOW,GW (2.89%); XR (97.11%)
2257,TAUNTON,GW (72.91%); LS (0.8%); XC (26.29%)
2258,TAYNULT,SR (100.0%)
2259,TCULVRT,EM (100.0%)
2260,TDITTON,SW (100.0%)
2261,TEDNGTN,SW (100.0%)
2262,TEINMTH,GW (97.84%); XC (2.16%)
2263,TELFRDC,AW (42.88%); LM (54.58%); VT (2.54%)
2264,TENBY,AW (100.0%)
2265,TEYNHAM,SE (100.0%)
2266,THABBEY,EM (100.0%)
2267,THAL,SR (100.0%)
2268,THATCHM,GW (100.0%)
2269,THBDGS,SN (29.84%); TL (70.16%)
2270,THBLDSG,LO (100.0%)
2271,THEALE,GW (100.0%)
2272,THELAKS,LM (100.0%)
2273,THETFD,EM (44.48%); LE (55.52%)
2274,THFORD,GW (100.0%)
2275,THHT,NT (100.0%)
2276,THIRSK,GC (26.98%); TP (73.02%)
2277,THLB,SR (100.0%)
2278,THOK,SN (100.0%)
2279,THOPBAY,CC (100.0%)
2280,THORNEN,NT (100.0%)
2281,THORNES,NT (88.28%); TP (11.72%)
2282,THPLESK,LE (100.0%)
2283,THRGRTN,EM (100.0%)
2284,THTH,SN (100.0%)
2285,THURSO,SR (100.0%)
2286,THUSTON,LE (100.0%)
2287,TILEH,LM (100.0%)
2288,TILHRST,GW (100.0%)
2289,TINSMEA,SJ (100.0%)
2290,TIPTON,LM (100.0%)
2291,TIRPHIL,AW (100.0%)
2292,TISBURY,SW (100.0%)
2293,TIVIPW,GW (64.63%); XC (35.37%)
2294,TLBYTWN,CC (100.0%)
2295,TLSRNAU,AW (100.0%)
2296,TMPCMB,SW (100.0%)
2297,TMWTHHL,XC (100.0%)
2298,TMWTHLL,LM (80.59%); VT (19.41%)
2299,TNYPNDY,AW (100.0%)
2300,TODMRDN,NT (100.0%)
2301,TOLWTH,SW (100.0%)
2302,TONBDG,SE (100.0%)
2303,TONDU,AW (100.0%)
2304,TONFNAU,AW (100.0%)
2305,TONPNTR,AW (100.0%)
2306,TOOTING,TL (100.0%)
2307,TOPSHAM,GW (100.0%)
2308,TORQUAY,GW (94.73%); XC (5.27%)
2309,TORRE,GW (100.0%)
2310,TOTCTRD,XR (100.0%)
2311,TOTNES,GW (71.32%); XC (28.68%)
2312,TOTTON,SW (100.0%)
2313,TOWNGRN,ME (100.0%)
2314,TRDYRHW,AW (100.0%)
2315,TREFRST,AW (100.0%)
2316,TREHAFD,AW (100.0%)
2317,TREORCY,AW (100.0%)
2318,TRFDPK,NT (100.0%)
2319,TRFRSTE,AW (100.0%)
2320,TRIMLEY,LE (100.0%)
2321,TRING,LM (100.0%)
2322,TRNHMGN,LT (100.0%)
2323,TRNO,NT (100.0%)
2324,TROON,LS (0.33%); SR (99.67%)
2325,TRURO,GW (94.79%); XC (5.21%)
2326,TRWBRDG,GW (100.0%)
2327,TTNHMHL,LE (100.0%)
2328,TULLOCH,CS (38.17%); SR (61.83%)
2329,TULSEH,SN (48.95%); TL (51.05%)
2330,TUNWELL,SE (100.0%)
2331,TURKYST,LO (100.0%)
2332,TUTBURY,EM (100.0%)
2333,TWCKNHM,SW (100.0%)
2334,TWYFORD,GW (49.96%); XR (50.04%)
2335,TYCROES,AW (100.0%)
2336,TYGLAS,AW (100.0%)
2337,TYGWYN,AW (100.0%)
2338,TYNDRML,SR (100.0%)
2339,TYNDRMU,CS (38.17%); SR (61.83%)
2340,TYSL,CH (2.13%); LM (95.88%); TY (1.99%)
2341,TYWYN,AW (100.0%)
2342,UDNGSTN,SR (100.0%)
2343,UHALIFD,SW (100.0%)
2344,ULCEBY,EM (100.0%)
2345,ULESKLF,NT (100.0%)
2346,ULVRSTN,NT (100.0%)
2347,UMBRLGH,GW (100.0%)
2348,UNIV,TW (100.0%)
2349,UNVRSYB,LM (85.66%); XC (14.34%)
2350,UPHALL,SR (100.0%)
2351,UPHOLND,NT (100.0%)
2352,UPMNSTR,CC (100.0%)
2353,UPRHLWY,LO (100.0%)
2354,UPTON,AW (100.0%)
2355,UPWEY,GW (28.65%); SW (71.35%)
2356,URMSTON,NT (100.0%)
2357,UTOXETR,EM (100.0%)
2358,UWRLNGH,SN (97.68%); TL (2.32%)
2359,VALLEY,AW (100.0%)
2360,VAUXHLM,SW (100.0%)
2361,VICTRIE,TL (100.0%)
2362,VRGNWTR,SW (100.0%)
2363,WADDON,SN (100.0%)
2364,WADHRST,SE (100.0%)
2365,WAINFLT,EM (100.0%)
2366,WALAGRD,ME (100.0%)
2367,WALASYV,ME (100.0%)
2368,WALERTN,NT (100.0%)
2369,WALHAMX,LE (100.0%)
2370,WALKDEN,NT (100.0%)
2371,WALLYFD,SR (100.0%)
2372,WALMER,SE (100.0%)
2373,WALNGTN,SN (100.0%)
2374,WALSALL,LM (100.0%)
2375,WALTONM,ME (100.0%)
2376,WANBRO,GW (10.44%); SW (89.56%)
2377,WANDCMN,SN (100.0%)
2378,WAPPING,LO (100.0%)
2379,WARE,LE (100.0%)
2380,WARGRAV,GW (100.0%)
2381,WARHAM,SW (100.0%)
2382,WARNHAM,SN (100.0%)
2383,WARWICK,CH (92.29%); LM (7.71%)
2384,WARWPWY,CH (91.23%); LM (8.77%)
2385,WATBECH,GN (93.9%); LE (6.1%)
2386,WATCHET,GW (100.0%)
2387,WATFDHS,LO (100.0%)
2388,WATFDJ,CS (1.4%); LM (74.11%); LS (0.05%); SN (1.38%); VT (23.06%)
2389,WATFDN,LM (100.0%)
2390,WATLGTN,GN (96.67%); LE (3.33%)
2391,WATONAS,GN (100.0%)
2392,WATRLMN,SW (100.0%)
2393,WATSTND,EM (100.0%)
2394,WAUNGRN,AW (100.0%)
2395,WBRMPTN,LO (81.96%); SN (18.04%)
2396,WBYFLET,SW (100.0%)
2397,WCALDER,SR (100.0%)
2398,WCHAPEL,LO (100.0%)
2399,WCHAPXR,XR (100.0%)
2400,WCHR,AW (100.0%)
2401,WCKHMMR,LE (100.0%)
2402,WCLIFF,CC (100.0%)
2403,WCOMBEP,SE (59.51%); TL (40.49%)
2404,WCROYDN,SN (100.0%)
2405,WDBRNRD,SJ (100.0%)
2406,WDEN,NT (100.0%)
2407,WDGRNPK,LO (100.0%)
2408,WDHAMFR,LE (100.0%)
2409,WDHOUSE,NT (100.0%)
2410,WDLESFD,NT (100.0%)
2411,WDMNSTR,SN (100.0%)
2412,WDND,LM (100.0%)
2413,WDNYMNR,CH (8.02%); LM (91.98%)
2414,WDON,SW (100.0%)
2415,WDRNGTN,NT (100.0%)
2416,WDRYTON,GW (35.51%); XR (64.49%)
2417,WDST,LO (100.0%)
2418,WDULCRD,SE (100.0%)
2419,WDULWCH,SE (100.0%)
2420,WDWTOWN,SW (100.0%)
2421,WEALING,GW (1.11%); XR (98.89%)
2422,WEDGORB,LM (100.0%)
2423,WEDGORD,LM (100.0%)
2424,WEELEY,LE (100.0%)
2425,WEETON,NT (100.0%)
2426,WELHAMG,GN (100.0%)
2427,WELLING,SE (100.0%)
2428,WELNGTN,AW (42.88%); LM (54.58%); VT (2.54%)
2429,WELSHPL,AW (100.0%)
2430,WEMBLSM,CH (100.0%)
2431,WEMM,AW (100.0%)
2432,WENDOVR,CH (100.0%)
2433,WENHNGR,SE (100.0%)
2434,WENNGTN,NT (100.0%)
2435,WESGTOS,SE (100.0%)
2436,WESTRTN,SR (99.87%); WR (0.13%)
2437,WETHERL,NT (100.0%)
2438,WEYBDGE,SW (100.0%)
2439,WGSTS,XC (100.0%)
2440,WHAILES,SR (100.0%)
2441,WHALLEY,NT (100.0%)
2442,WHALYBG,NT (100.0%)
2443,WHAMHL,CC (100.0%)
2444,WHCH,AW (100.0%)
2445,WHHL,SR (100.0%)
2446,WHHRTLA,LO (100.0%)
2447,WHIFLET,SR (100.0%)
2448,WHIMPLE,SW (100.0%)
2449,WHINH,SR (100.0%)
2450,WHISTON,NT (100.0%)
2451,WHITHVN,NT (100.0%)
2452,WHLAND,AW (100.0%)
2453,WHLE,LM (100.0%)
2454,WHMDSTD,LO (99.97%); WR (0.03%)
2455,WHMPSTM,TL (100.0%)
2456,WHORNDN,CC (100.0%)
2457,WHSTBLE,SE (100.0%)
2458,WHTBDGE,NT (100.0%)
2459,WHTCHRH,SW (100.0%)
2460,WHTLSEA,EM (4.0%); LE (76.0%); XC (20.0%)
2461,WHTTON,SW (100.0%)
2462,WHWLL,EM (100.0%)
2463,WHYTBUS,SN (100.0%)
2464,WHYTELF,SN (100.0%)
2465,WHYTLFS,SN (100.0%)
2466,WIDNES,EM (29.65%); NT (70.35%)
2467,WIGANNW,NT (42.13%); TP (4.13%); VT (53.74%)
2468,WIGANWL,NT (100.0%)
2469,WIGTON,NT (100.0%)
2470,WIKFORD,LE (100.0%)
2471,WILMCOT,CH (33.47%); LM (66.53%)
2472,WILNECT,XC (100.0%)
2473,WIMBLDN,TL (100.0%)
2474,WIMLCHS,TL (100.0%)
2475,WINCHLS,SN (100.0%)
2476,WINERSH,GW (1.93%); SW (98.07%)
2477,WINETGL,SW (100.0%)
2478,WISBBUS,GR (100.0%)
2479,WISHAW,SR (100.0%)
2480,WITHAME,LE (100.0%)
2481,WITLEY,SW (100.0%)
2482,WITTON,LM (100.0%)
2483,WIVENHO,LE (100.0%)
2484,WKFLDKG,GC (6.66%); NT (93.26%); WR (0.08%)
2485,WKFLDWG,GR (33.21%); NT (49.15%); WR (0.11%); XC (17.53%)
2486,WKILBRD,SR (100.0%)
2487,WKNT,NT (100.0%)
2488,WLDMILL,AW (100.0%)
2489,WLDNGHM,SN (97.68%); TL (2.32%)
2490,WLMSL,AW (18.54%); NT (60.21%); VT (21.25%)
2491,WLNGBRO,EM (100.0%)
2492,WLNTNON,XC (100.0%)
2493,WLOE,SE (100.0%)
2494,WLOO,ME (100.0%)
2495,WLSDJHL,LO (100.0%)
2496,WLSDNJL,LO (30.65%); LT (69.35%)
2497,WLTHQRD,LO (100.0%)
2498,WLTWCEN,LO (100.0%)
2499,WLVR,LM (100.0%)
2500,WLWYNGC,GN (0.47%); TL (99.53%)
2501,WLWYNN,GN (0.27%); TL (99.73%)
2502,WMALING,SE (100.0%)
2503,WMBY,LM (23.64%); SN (76.36%)
2504,WMBYDC,LO (46.14%); LT (53.86%)
2505,WMBYEFR,CS (100.0%)
2506,WMILTON,GW (100.0%)
2507,WMOR,NT (100.0%)
2508,WMWD,SR (100.0%)
2509,WNCFILD,SW (100.0%)
2510,WNCHSTR,SW (88.85%); XC (11.15%)
2511,WNDSWRD,LO (100.0%)
2512,WNMHILL,GN (100.0%)
2513,WNORWOD,SN (100.0%)
2514,WNOTLEY,LE (100.0%)
2515,WNSFD,LM (100.0%)
2516,WNSTDPK,LO (100.0%)
2517,WOBURNS,LM (100.0%)
2518,WODBDGE,LE (100.0%)
2519,WOKING,SW (100.0%)
2520,WOKNGHM,GW (49.16%); SW (50.84%)
2521,WOLSTON,SN (15.22%); SW (84.78%)
2522,WOLWCDY,SE (100.0%)
2523,WOLWCHA,SE (72.26%); TL (27.74%)
2524,WOLWXR,XR (100.0%)
2525,WOMBWEL,NT (100.0%)
2526,WONT,SW (100.0%)
2527,WOODLEY,NT (100.0%)
2528,WOOL,SW (100.0%)
2529,WORCPHL,GW (100.0%)
2530,WORCPWY,GW (0.52%); XC (99.48%)
2531,WORCSFS,GW (49.45%); LM (50.55%)
2532,WORCSSH,GW (85.44%); LM (14.17%); LS (0.39%)
2533,WORKSOP,NT (100.0%)
2534,WORLE,GW (100.0%)
2535,WORSTED,LE (100.0%)
2536,WORTHNG,SN (98.99%); TL (1.01%)
2537,WOTONWN,LM (100.0%)
2538,WRABNES,LE (100.0%)
2539,WRBLNGT,SN (100.0%)
2540,WRCSTRP,SW (100.0%)
2541,WRENBRY,AW (100.0%)
2542,WRESSLE,NT (100.0%)
2543,WREXHMC,AW (100.0%)
2544,WREXHMG,AW (100.0%)
2545,WRGT,EM (27.47%); NT (72.53%)
2546,WRGTNBQ,AW (28.38%); NT (21.62%); VT (50.0%)
2547,WRGTWST,NT (100.0%)
2548,WRMNSTR,GW (86.07%); SW (13.93%)
2549,WROXHAM,LE (100.0%)
2550,WRPLSDN,SW (100.0%)
2551,WRUISLP,CH (100.0%)
2552,WRUNTON,LE (100.0%)
2553,WRYSBRY,SW (100.0%)
2554,WSLE,SE (100.0%)
2555,WSMARE,GW (99.1%); LS (0.9%)
2556,WSTBRYW,GW (92.2%); LS (0.44%); SW (6.76%); WR (0.22%); ZZ (0.38%)
2557,WSTHOTN,NT (100.0%)
2558,WSTRFLD,LE (100.0%)
2559,WSUTTON,TL (100.0%)
2560,WTCR,SR (100.0%)
2561,WTLESFD,LE (100.0%)
2562,WTRNGBY,SE (100.0%)
2563,WTRORTN,XC (100.0%)
2564,WVLSFLD,SN (41.21%); TL (58.79%)
2565,WVRMPTN,AW (16.08%); LM (49.72%); VT (16.08%); XC (18.12%)
2566,WVRTTEC,NT (100.0%)
2567,WWICKHM,SE (100.0%)
2568,WWRTHNG,SN (98.74%); TL (1.26%)
2569,WYEE,SE (100.0%)
2570,WYGN,LM (100.0%)
2571,WYLAM,NT (100.0%)
2572,WYMNDHM,EM (14.62%); LE (85.38%)
2573,WYTH,LM (100.0%)
2574,YAAM,TP (100.0%)
2575,YALDING,SE (100.0%)
2576,YATE,GW (100.0%)
2577,YATTON,GW (99.49%); LS (0.51%)
2578,YATTONL,LS (100.0%)
2579,YEOFORD,GW (100.0%)
2580,YNYSWEN,AW (100.0%)
2581,YOKER,SR (100.0%)
2582,YORK,GC (6.93%); GR (39.83%); TP (33.94%); WR (0.06%); XC (19.18%); ZZ (0.06%)
2583,YORKECP,GR (100.0%)
2584,YORKPCK,GR (100.0%)
2585,YORTON,AW (100.0%)
2586,YOVILJN,SW (100.0%)
2587,YOVILPM,GW (77.61%); SW (22.39%)
2588,YRDLYWD,LM (100.0%)
2589,YSTRADM,AW (100.0%)
2590,YTMNSTR,GW (100.0%)
2591,YTRHOND,AW (100.0%)
